alpha,N,M,T,disorder,phi_a,phi_b,q_ea,phi_max_other,phi_1max
0.20,20,55,0.018914,107,0.992316,0.992306,0.985693,0.408720,0.390730
0.20,20,55,0.018914,108,0.989297,0.991791,0.981980,0.511247,0.499216
0.20,20,55,0.018914,109,0.990379,0.991811,0.983108,0.495756,0.494448
0.20,20,55,0.018914,110,0.991804,0.992633,0.985399,0.411781,0.400933
0.20,20,55,0.018914,111,0.991063,0.990311,0.982986,0.551147,0.549565
0.20,20,55,0.018914,112,0.989037,0.992365,0.979186,0.401924,0.398428
0.20,20,55,0.018914,113,0.992206,0.992287,0.985542,0.503193,0.497145
0.20,20,55,0.018914,114,0.992230,0.992264,0.984364,0.535285,0.555487
0.20,20,55,0.018914,115,0.990443,0.990865,0.980528,0.556899,0.561723
0.20,20,55,0.018914,116,0.991627,0.990923,0.982563,0.473557,0.470402
0.20,20,55,0.018914,117,0.992606,0.990244,0.981122,0.395339,0.385311
0.20,20,55,0.018914,118,0.991974,0.991061,0.984461,0.580106,0.606339
0.20,20,55,0.018914,119,0.991652,0.989160,0.981867,0.441383,0.457065
0.20,20,55,0.018914,120,0.990656,0.989771,0.978706,0.464333,0.495060
0.20,20,55,0.018914,121,0.992088,0.989948,0.981940,0.445294,0.461499
0.20,20,55,0.018914,122,0.990054,0.990643,0.981168,0.375170,0.385015
0.20,20,55,0.018914,123,0.989550,0.991684,0.982333,0.391526,0.383048
0.20,20,55,0.018914,124,0.991818,0.992279,0.984320,0.443683,0.454112
0.20,20,55,0.018914,125,0.991378,0.992148,0.984576,0.592620,0.595689
0.20,20,55,0.018914,126,0.991488,0.991312,0.982819,0.360885,0.356505
0.20,20,55,0.018914,127,0.990098,0.991150,0.981318,0.471492,0.470009
0.20,20,55,0.018914,128,0.991546,0.990315,0.982647,0.409961,0.407195
0.20,20,55,0.018914,129,0.991301,0.991952,0.984555,0.643995,0.647884
0.20,20,55,0.018914,130,0.991759,0.992359,0.984625,0.522525,0.521395
0.20,20,55,0.018914,131,0.990902,0.990824,0.983025,0.454583,0.462755
0.20,20,55,0.018914,132,0.990431,0.989047,0.978073,0.560993,0.552352
0.20,20,55,0.018914,133,0.991285,0.991081,0.982332,0.344465,0.336523
0.20,20,55,0.018914,134,0.991378,0.990171,0.981216,0.429939,0.435122
0.20,20,55,0.018914,135,0.992224,0.990448,0.982810,0.629218,0.635571
0.20,20,55,0.018914,136,0.990571,0.991111,0.982000,0.504375,0.487298
0.20,20,55,0.018914,137,0.992049,0.990980,0.982635,0.432433,0.443855
0.20,20,55,0.018914,138,0.991071,0.990878,0.984255,0.385049,0.381707
0.20,20,55,0.018914,139,0.990047,0.990455,0.979113,0.330659,0.333223
0.20,20,55,0.018914,140,0.991373,0.991465,0.984691,0.423565,0.427293
0.20,20,55,0.018914,141,0.990852,0.991340,0.981823,0.462595,0.459831
0.20,20,55,0.018914,142,0.991234,0.990978,0.981447,0.546560,0.550922
0.20,20,55,0.018914,143,0.990440,0.991972,0.982717,0.363779,0.346780
0.20,20,55,0.018914,144,0.991065,0.990718,0.983568,0.480500,0.506853
0.20,20,55,0.018914,145,0.990819,0.989879,0.983250,0.494774,0.512732
0.20,20,55,0.018914,146,0.991812,0.990465,0.982997,0.431813,0.416157
0.20,20,55,0.018914,147,0.991686,0.991671,0.985575,0.536302,0.531865
0.20,20,55,0.018914,148,0.988559,0.990099,0.980833,0.487996,0.510973
0.20,20,55,0.018914,149,0.991088,0.989014,0.979808,0.455736,0.466335
0.20,20,55,0.018914,150,0.991354,0.992442,0.984924,0.565673,0.568392
0.20,20,55,0.018914,151,0.992023,0.990395,0.984085,0.644664,0.648140
0.20,20,55,0.018914,152,0.989631,0.991213,0.980963,0.482167,0.470365
0.20,20,55,0.018914,153,0.990008,0.991607,0.981255,0.398443,0.361369
0.20,20,55,0.018914,154,0.992411,0.990498,0.984239,0.633712,0.633599
0.20,20,55,0.018914,155,0.991634,0.991712,0.981614,0.575585,0.582607
0.20,20,55,0.018914,156,0.991268,0.990808,0.983958,0.572958,0.573467
0.20,20,55,0.018914,157,0.991430,0.990023,0.981654,0.550238,0.549384
0.20,20,55,0.018914,158,0.992752,0.991399,0.984395,0.432967,0.439633
0.20,20,55,0.018914,159,0.990642,0.991750,0.981334,0.432937,0.423220
0.20,20,55,0.018914,160,0.992375,0.992649,0.985873,0.601151,0.596338
0.20,20,55,0.018914,161,0.990268,0.992926,0.983779,0.634560,0.645481
0.20,20,55,0.018914,162,0.991125,0.991695,0.981606,0.458820,0.451947
0.20,20,55,0.018914,163,0.991716,0.991329,0.981770,0.438820,0.423213
0.20,20,55,0.018914,164,0.989548,0.991148,0.981689,0.616805,0.612337
0.20,20,55,0.018914,165,0.992328,0.990885,0.983965,0.482932,0.493371
0.20,20,55,0.018914,166,0.992075,0.992759,0.985720,0.537598,0.550883
0.20,20,55,0.018914,167,0.991713,0.990530,0.982172,0.535771,0.543114
0.20,20,55,0.018914,168,0.992314,0.993013,0.984324,0.479064,0.477619
0.20,20,55,0.018914,169,0.989711,0.991009,0.981973,0.502360,0.494064
0.20,20,55,0.018914,170,0.991638,0.990629,0.981242,0.407938,0.406898
0.20,20,55,0.018914,171,0.991032,0.991709,0.982684,0.486494,0.493139
0.20,20,55,0.018914,172,0.990921,0.991040,0.985284,0.677894,0.681109
0.20,20,55,0.018914,173,0.989860,0.991451,0.980767,0.488207,0.479015
0.20,20,55,0.018914,174,0.991818,0.991020,0.982572,0.401203,0.392820
0.20,20,55,0.018914,175,0.989996,0.990749,0.979856,0.524647,0.531709
0.20,20,55,0.018914,176,0.991095,0.989783,0.979707,0.423685,0.412807
0.20,20,55,0.018914,177,0.990942,0.989692,0.980528,0.352192,0.387112
0.20,20,55,0.018914,178,0.990015,0.991026,0.982524,0.516339,0.520326
0.20,20,55,0.018914,179,0.990355,0.991439,0.982805,0.515878,0.489835
0.20,20,55,0.018914,180,0.991540,0.989838,0.978628,0.546693,0.566873
0.20,20,55,0.018914,181,0.991830,0.989800,0.981287,0.424586,0.433805
0.20,20,55,0.018914,182,0.991629,0.991855,0.982142,0.566184,0.576343
0.20,20,55,0.018914,183,0.989416,0.989178,0.977435,0.541804,0.558920
0.20,20,55,0.018914,184,0.991472,0.991949,0.983732,0.534649,0.525378
0.20,20,55,0.018914,185,0.990501,0.990563,0.983737,0.576061,0.591427
0.20,20,55,0.018914,186,0.991079,0.989885,0.978310,0.383026,0.385921
0.20,20,55,0.018914,187,0.991469,0.991577,0.984096,0.541474,0.555257
0.20,20,55,0.018914,188,0.992170,0.990953,0.981095,0.468702,0.477319
0.20,20,55,0.018914,189,0.992274,0.990244,0.983394,0.292626,0.283836
0.20,20,55,0.018914,190,0.988873,0.992010,0.982931,0.489391,0.488819
0.20,20,55,0.018914,191,0.992374,0.990129,0.982870,0.466513,0.469847
0.20,20,55,0.018914,192,0.990038,0.989763,0.979339,0.405741,0.390220
0.20,20,55,0.018914,193,0.991525,0.991577,0.981875,0.417075,0.389527
0.20,20,55,0.018914,194,0.989740,0.991003,0.982340,0.369511,0.368461
0.20,20,55,0.018914,195,0.991264,0.992093,0.983177,0.406146,0.404876
0.20,20,55,0.018914,196,0.991767,0.990246,0.981483,0.440045,0.446895
0.20,20,55,0.018914,197,0.991548,0.990736,0.981983,0.448376,0.465993
0.20,20,55,0.018914,198,0.990895,0.990013,0.979979,0.508789,0.494928
0.20,20,55,0.018914,199,0.991813,0.990772,0.982541,0.508307,0.498392
0.20,20,55,0.018914,200,0.991067,0.989554,0.981451,0.474639,0.478280
0.20,20,55,0.022865,1,0.987359,0.989082,0.974758,0.522827,0.518987
0.20,20,55,0.022865,2,0.989039,0.987982,0.977726,0.443960,0.418370
0.20,20,55,0.022865,3,0.988882,0.989946,0.978330,0.447597,0.461830
0.20,20,55,0.022865,4,0.987751,0.986844,0.974828,0.556578,0.573396
0.20,20,55,0.022865,5,0.990850,0.989105,0.979476,0.455973,0.453731
0.20,20,55,0.022865,6,0.988265,0.989663,0.976324,0.492502,0.491307
0.20,20,55,0.022865,7,0.990830,0.989199,0.981872,0.469936,0.463941
0.20,20,55,0.022865,8,0.990482,0.990101,0.980210,0.403871,0.419795
0.20,20,55,0.022865,9,0.988724,0.988719,0.978205,0.480212,0.483317
0.20,20,55,0.022865,10,0.989420,0.990571,0.978547,0.505110,0.511623
0.20,20,55,0.022865,11,0.991849,0.989518,0.983316,0.504173,0.501286
0.20,20,55,0.022865,12,0.990860,0.990495,0.980872,0.453550,0.435380
0.20,20,55,0.022865,13,0.988886,0.988373,0.977356,0.350225,0.358136
0.20,20,55,0.022865,14,0.986850,0.989393,0.978972,0.586362,0.608686
0.20,20,55,0.022865,15,0.987258,0.988671,0.974057,0.593002,0.587661
0.20,20,55,0.022865,16,0.989385,0.989354,0.978862,0.571214,0.568034
0.20,20,55,0.022865,17,0.989125,0.990933,0.979359,0.455605,0.458305
0.20,20,55,0.022865,18,0.988634,0.990547,0.980107,0.537230,0.545808
0.20,20,55,0.022865,19,0.988485,0.990144,0.978896,0.579030,0.569887
0.20,20,55,0.022865,20,0.989684,0.989350,0.979579,0.455173,0.440987
0.20,20,55,0.022865,21,0.990203,0.989061,0.979684,0.455632,0.461684
0.20,20,55,0.022865,22,0.990452,0.988489,0.979134,0.587236,0.579174
0.20,20,55,0.022865,23,0.990654,0.987871,0.979596,0.425364,0.416723
0.20,20,55,0.022865,24,0.988592,0.990692,0.981450,0.524915,0.529765
0.20,20,55,0.022865,25,0.988211,0.990547,0.978974,0.379006,0.368295
0.20,20,55,0.022865,26,0.990322,0.989030,0.979964,0.506862,0.519412
0.20,20,55,0.022865,27,0.986268,0.990321,0.976885,0.501392,0.469398
0.20,20,55,0.022865,28,0.990939,0.989343,0.979308,0.415649,0.412002
0.20,20,55,0.022865,29,0.988383,0.990161,0.979052,0.585843,0.598676
0.20,20,55,0.022865,30,0.987970,0.988589,0.975316,0.484491,0.492262
0.20,20,55,0.022865,31,0.990259,0.989742,0.979196,0.598775,0.596848
0.20,20,55,0.022865,32,0.989915,0.988040,0.976097,0.488242,0.492636
0.20,20,55,0.022865,33,0.991494,0.989065,0.980758,0.511807,0.524052
0.20,20,55,0.022865,34,0.989380,0.989572,0.980041,0.388508,0.396159
0.20,20,55,0.022865,35,0.988199,0.990675,0.977165,0.440185,0.443330
0.20,20,55,0.022865,36,0.989552,0.989685,0.980317,0.492568,0.480338
0.20,20,55,0.022865,37,0.989297,0.989760,0.979840,0.592065,0.600859
0.20,20,55,0.022865,38,0.990150,0.990608,0.978727,0.512981,0.502876
0.20,20,55,0.022865,39,0.989807,0.990336,0.977848,0.417168,0.408807
0.20,20,55,0.022865,40,0.990153,0.988707,0.979255,0.502547,0.526902
0.20,20,55,0.022865,41,0.990100,0.988370,0.976764,0.514548,0.521135
0.20,20,55,0.022865,42,0.988488,0.990620,0.979569,0.500831,0.492947
0.20,20,55,0.022865,43,0.988830,0.990882,0.979239,0.389779,0.370419
0.20,20,55,0.022865,44,0.987820,0.990246,0.977928,0.462898,0.449789
0.20,20,55,0.022865,45,0.989658,0.987940,0.977593,0.453525,0.452370
0.20,20,55,0.022865,46,0.990147,0.988829,0.977896,0.407945,0.427291
0.20,20,55,0.022865,47,0.987301,0.988410,0.974394,0.778316,0.782195
0.20,20,55,0.022865,48,0.985283,0.989112,0.974061,0.509419,0.523310
0.20,20,55,0.022865,49,0.989402,0.990140,0.981808,0.451685,0.453007
0.20,20,55,0.022865,50,0.990316,0.987989,0.979599,0.441683,0.436680
0.20,20,55,0.022865,51,0.989239,0.989627,0.978436,0.536012,0.538347
0.20,20,55,0.022865,52,0.990467,0.988183,0.974875,0.369928,0.372894
0.20,20,55,0.022865,53,0.988530,0.988198,0.976471,0.488711,0.469445
0.20,20,55,0.022865,54,0.989888,0.989274,0.980818,0.398652,0.394188
0.20,20,55,0.022865,55,0.988429,0.989076,0.974496,0.408544,0.420020
0.20,20,55,0.022865,56,0.988290,0.990366,0.975456,0.500506,0.496547
0.20,20,55,0.022865,57,0.990129,0.989861,0.978370,0.578994,0.585360
0.20,20,55,0.022865,58,0.989121,0.987719,0.975124,0.493778,0.479714
0.20,20,55,0.022865,59,0.990389,0.990053,0.978137,0.446155,0.452732
0.20,20,55,0.022865,60,0.991714,0.989112,0.979953,0.463924,0.467450
0.20,20,55,0.022865,61,0.990599,0.989746,0.980783,0.606868,0.608579
0.20,20,55,0.022865,62,0.988471,0.990998,0.980118,0.447577,0.424033
0.20,20,55,0.022865,63,0.988716,0.989200,0.977104,0.543910,0.545355
0.20,20,55,0.022865,64,0.988851,0.989862,0.978289,0.380457,0.383593
0.20,20,55,0.022865,65,0.989125,0.988023,0.976775,0.427946,0.436815
0.20,20,55,0.022865,66,0.990705,0.990334,0.982826,0.462437,0.477209
0.20,20,55,0.022865,67,0.987764,0.990789,0.977261,0.419636,0.403708
0.20,20,55,0.022865,68,0.990894,0.990619,0.981002,0.358370,0.335668
0.20,20,55,0.022865,69,0.989343,0.988129,0.977993,0.513387,0.507631
0.20,20,55,0.022865,70,0.987643,0.989995,0.980246,0.505622,0.491915
0.20,20,55,0.022865,71,0.989163,0.990258,0.980766,0.557178,0.562597
0.20,20,55,0.022865,72,0.988097,0.990476,0.977954,0.332547,0.324279
0.20,20,55,0.022865,73,0.989560,0.989073,0.979524,0.542507,0.535438
0.20,20,55,0.022865,74,0.987954,0.988776,0.976989,0.544738,0.556078
0.20,20,55,0.022865,75,0.987780,0.988846,0.978222,0.449894,0.466987
0.20,20,55,0.022865,76,0.988137,0.989083,0.979764,0.480331,0.474481
0.20,20,55,0.022865,77,0.988069,0.990430,0.977799,0.414106,0.424141
0.20,20,55,0.022865,78,0.988133,0.990012,0.979959,0.452589,0.448673
0.20,20,55,0.022865,79,0.986698,0.988382,0.973002,0.439287,0.429722
0.20,20,55,0.022865,80,0.988896,0.989941,0.980326,0.433056,0.422260
0.20,20,55,0.022865,81,0.989493,0.988554,0.977544,0.763001,0.755920
0.20,20,55,0.022865,82,0.989926,0.988848,0.980631,0.697907,0.697264
0.20,20,55,0.022865,83,0.988431,0.987951,0.978150,0.525773,0.527422
0.20,20,55,0.022865,84,0.989143,0.988534,0.977906,0.484823,0.472576
0.20,20,55,0.022865,85,0.989247,0.989149,0.978687,0.511547,0.529062
0.20,20,55,0.022865,86,0.989443,0.989972,0.980560,0.628304,0.661026
0.20,20,55,0.022865,87,0.984815,0.989989,0.975936,0.481209,0.491103
0.20,20,55,0.022865,88,0.990103,0.988843,0.981440,0.561778,0.557216
0.20,20,55,0.022865,89,0.988487,0.988491,0.976939,0.532308,0.548325
0.20,20,55,0.022865,90,0.988935,0.988007,0.978221,0.505826,0.509863
0.20,20,55,0.022865,91,0.987600,0.986747,0.977693,0.549682,0.543923
0.20,20,55,0.022865,92,0.989305,0.990052,0.979499,0.411594,0.405364
0.20,20,55,0.022865,93,0.988226,0.989376,0.980000,0.404197,0.388188
0.20,20,55,0.022865,94,0.990151,0.990651,0.979975,0.597043,0.603430
0.20,20,55,0.022865,95,0.990354,0.987518,0.981799,0.482360,0.478237
0.20,20,55,0.022865,96,0.989407,0.989414,0.978352,0.624709,0.642913
0.20,20,55,0.022865,97,0.988375,0.990331,0.979718,0.453618,0.467906
0.20,20,55,0.022865,98,0.989345,0.989867,0.980572,0.516244,0.537181
0.20,20,55,0.022865,99,0.988772,0.988926,0.979153,0.350464,0.331082
0.20,20,55,0.022865,100,0.988678,0.990412,0.980305,0.530608,0.534449
0.20,20,55,0.022865,101,0.990458,0.988203,0.976562,0.426988,0.417592
0.20,20,55,0.022865,102,0.988718,0.989894,0.979908,0.534101,0.519104
0.20,20,55,0.022865,103,0.988720,0.991236,0.983041,0.407067,0.385401
0.20,20,55,0.022865,104,0.989311,0.989103,0.976146,0.382925,0.393218
0.20,20,55,0.022865,105,0.989132,0.989845,0.979730,0.551873,0.547799
0.20,20,55,0.022865,106,0.988579,0.989122,0.979312,0.489295,0.479652
0.20,20,55,0.022865,107,0.990207,0.989677,0.980852,0.604313,0.598578
0.20,20,55,0.022865,108,0.989343,0.989097,0.978824,0.505533,0.507431
0.20,20,55,0.022865,109,0.990128,0.987167,0.976696,0.409567,0.414553
0.20,20,55,0.022865,110,0.989294,0.989788,0.979850,0.590010,0.588091
0.20,20,55,0.022865,111,0.990202,0.989209,0.979251,0.316130,0.321408
0.20,20,55,0.022865,112,0.988666,0.988989,0.977155,0.376739,0.389585
0.20,20,55,0.022865,113,0.986874,0.989863,0.975075,0.399084,0.415457
0.20,20,55,0.022865,114,0.989068,0.988380,0.976402,0.548633,0.557324
0.20,20,55,0.022865,115,0.989471,0.503410,0.486580,0.486865,0.497625
0.20,20,55,0.022865,116,0.989477,0.988302,0.976753,0.376214,0.373149
0.20,20,55,0.022865,117,0.989754,0.988786,0.980024,0.366126,0.349620
0.20,20,55,0.022865,118,0.989633,0.990360,0.979863,0.527227,0.534925
0.20,20,55,0.022865,119,0.987631,0.989479,0.975437,0.394861,0.393002
0.20,20,55,0.022865,120,0.988406,0.989248,0.977149,0.560822,0.559340
0.20,20,55,0.022865,121,0.989585,0.987105,0.981034,0.582772,0.583797
0.20,20,55,0.022865,122,0.990607,0.989226,0.978215,0.538840,0.545874
0.20,20,55,0.022865,123,0.989768,0.989996,0.980402,0.446053,0.438368
0.20,20,55,0.022865,124,0.988565,0.988251,0.979038,0.431615,0.441846
0.20,20,55,0.022865,125,0.989399,0.990510,0.979943,0.491956,0.494622
0.20,20,55,0.022865,126,0.989628,0.989882,0.979736,0.570374,0.570899
0.20,20,55,0.022865,127,0.989123,0.988855,0.975045,0.447333,0.444092
0.20,20,55,0.022865,128,0.989750,0.989054,0.977564,0.543582,0.540595
0.20,20,55,0.022865,129,0.988142,0.988786,0.972839,0.468195,0.454841
0.20,20,55,0.022865,130,0.986357,0.989187,0.976533,0.427247,0.455717
0.20,20,55,0.022865,131,0.989541,0.990564,0.979215,0.425168,0.415227
0.20,20,55,0.022865,132,0.990304,0.991263,0.982300,0.402220,0.398907
0.20,20,55,0.022865,133,0.990000,0.988703,0.979272,0.760469,0.765308
0.20,20,55,0.022865,134,0.988208,0.989483,0.975947,0.521502,0.530718
0.20,20,55,0.022865,135,0.989313,0.989306,0.979742,0.425094,0.421805
0.20,20,55,0.022865,136,0.988812,0.987207,0.975784,0.448544,0.432750
0.20,20,55,0.022865,137,0.988969,0.989796,0.979748,0.486600,0.482030
0.20,20,55,0.022865,138,0.988965,0.990686,0.978394,0.503635,0.489164
0.20,20,55,0.022865,139,0.988344,0.989579,0.978850,0.496007,0.485152
0.20,20,55,0.022865,140,0.990613,0.988448,0.979213,0.624247,0.617906
0.20,20,55,0.022865,141,0.988367,0.989244,0.976380,0.526849,0.544555
0.20,20,55,0.022865,142,0.988439,0.989169,0.979817,0.548695,0.568784
0.20,20,55,0.022865,143,0.988488,0.988461,0.977753,0.497784,0.491930
0.20,20,55,0.022865,144,0.990147,0.989859,0.979213,0.727198,0.731489
0.20,20,55,0.022865,145,0.990201,0.986718,0.977961,0.520055,0.527085
0.20,20,55,0.022865,146,0.988544,0.987800,0.977769,0.456632,0.479792
0.20,20,55,0.022865,147,0.989296,0.986755,0.977895,0.409890,0.416555
0.20,20,55,0.022865,148,0.988492,0.990403,0.980939,0.570737,0.563931
0.20,20,55,0.022865,149,0.989092,0.989172,0.979937,0.464668,0.458581
0.20,20,55,0.022865,150,0.987598,0.988354,0.972563,0.457400,0.449494
0.20,20,55,0.022865,151,0.989068,0.988917,0.979928,0.494515,0.494435
0.20,20,55,0.022865,152,0.990087,0.987106,0.978416,0.553958,0.563322
0.20,20,55,0.022865,153,0.988589,0.989784,0.976836,0.643334,0.667807
0.20,20,55,0.022865,154,0.989069,0.987283,0.977996,0.482997,0.488925
0.20,20,55,0.022865,155,0.989278,0.990279,0.980209,0.319392,0.315577
0.20,20,55,0.022865,156,0.987197,0.989743,0.976025,0.503025,0.495210
0.20,20,55,0.022865,157,0.990622,0.989159,0.981080,0.426204,0.436443
0.20,20,55,0.022865,158,0.989066,0.988550,0.977797,0.604763,0.629946
0.20,20,55,0.022865,159,0.989128,0.988942,0.978231,0.432103,0.428489
0.20,20,55,0.022865,160,0.988960,0.988925,0.976557,0.696082,0.685823
0.20,20,55,0.022865,161,0.989100,0.989313,0.977883,0.447199,0.432650
0.20,20,55,0.022865,162,0.988082,0.988655,0.975580,0.490740,0.488627
0.20,20,55,0.022865,163,0.987889,0.988626,0.975740,0.424269,0.421183
0.20,20,55,0.022865,164,0.990029,0.989902,0.976394,0.418903,0.424737
0.20,20,55,0.022865,165,0.987826,0.987636,0.975478,0.418223,0.394904
0.20,20,55,0.022865,166,0.988205,0.988497,0.977908,0.467675,0.450616
0.20,20,55,0.022865,167,0.989646,0.988192,0.980145,0.493053,0.485892
0.20,20,55,0.022865,168,0.989997,0.988776,0.978115,0.448167,0.441049
0.20,20,55,0.022865,169,0.989255,0.989451,0.978414,0.427583,0.441737
0.20,20,55,0.022865,170,0.989836,0.990745,0.979326,0.531166,0.528811
0.20,20,55,0.022865,171,0.989599,0.987845,0.977875,0.408970,0.389838
0.20,20,55,0.022865,172,0.990027,0.988873,0.978972,0.505867,0.509779
0.20,20,55,0.022865,173,0.991182,0.989994,0.980000,0.421089,0.430286
0.20,20,55,0.022865,174,0.988778,0.989881,0.978007,0.350444,0.327802
0.20,20,55,0.022865,175,0.988944,0.990070,0.980483,0.470679,0.474287
0.20,20,55,0.022865,176,0.988587,0.989305,0.978215,0.436851,0.447903
0.20,20,55,0.022865,177,0.988080,0.990449,0.981470,0.365478,0.340017
0.20,20,55,0.022865,178,0.987091,0.990348,0.976822,0.446802,0.442237
0.20,20,55,0.022865,179,0.989400,0.988277,0.978466,0.540633,0.549002
0.20,20,55,0.022865,180,0.986793,0.989279,0.976183,0.502389,0.544528
0.20,20,55,0.022865,181,0.988828,0.990629,0.981793,0.473277,0.480129
0.20,20,55,0.022865,182,0.988766,0.989019,0.979001,0.492259,0.464113
0.20,20,55,0.022865,183,0.988718,0.989605,0.979679,0.405748,0.403276
0.20,20,55,0.022865,184,0.989687,0.989973,0.979546,0.571591,0.570161
0.20,20,55,0.022865,185,0.987775,0.990651,0.978471,0.433430,0.401976
0.20,20,55,0.022865,186,0.990264,0.988024,0.979686,0.459071,0.473288
0.20,20,55,0.022865,187,0.989490,0.990136,0.977318,0.470619,0.502167
0.20,20,55,0.022865,188,0.988507,0.990232,0.977489,0.331068,0.308017
0.20,20,55,0.022865,189,0.989912,0.987015,0.978514,0.566398,0.594817
0.20,20,55,0.022865,190,0.990806,0.989686,0.982134,0.452750,0.461472
0.20,20,55,0.022865,191,0.986595,0.990646,0.976670,0.563837,0.570023
0.20,20,55,0.022865,192,0.989588,0.988544,0.979221,0.537463,0.540604
0.20,20,55,0.022865,193,0.989466,0.989173,0.979530,0.346306,0.346505
0.20,20,55,0.022865,194,0.989002,0.989213,0.978013,0.449931,0.446114
0.20,20,55,0.022865,195,0.988306,0.988444,0.977027,0.455676,0.451065
0.20,20,55,0.022865,196,0.988365,0.989606,0.976849,0.464434,0.459782
0.20,20,55,0.022865,197,0.989103,0.989763,0.977227,0.447671,0.476218
0.20,20,55,0.022865,198,0.990191,0.988215,0.978235,0.517800,0.526442
0.20,20,55,0.022865,199,0.989045,0.988928,0.978473,0.607132,0.612025
0.20,20,55,0.022865,200,0.990196,0.989661,0.983145,0.432091,0.430130
0.20,20,55,0.027232,1,0.989240,0.985144,0.973250,0.486342,0.482991
0.20,20,55,0.027232,2,0.985689,0.989722,0.975534,0.439500,0.438429
0.20,20,55,0.027232,3,0.985883,0.987741,0.973586,0.512568,0.516114
0.20,20,55,0.027232,4,0.986357,0.987009,0.972522,0.463655,0.464396
0.20,20,55,0.027232,5,0.985782,0.986954,0.974281,0.511524,0.540065
0.20,20,55,0.027232,6,0.986331,0.988170,0.975183,0.500745,0.515756
0.20,20,55,0.027232,7,0.986929,0.985714,0.970424,0.482657,0.472832
0.20,20,55,0.027232,8,0.985140,0.988393,0.974356,0.610355,0.614140
0.20,20,55,0.027232,9,0.987894,0.988564,0.976404,0.368660,0.355788
0.20,20,55,0.027232,10,0.987985,0.987101,0.977480,0.530575,0.540299
0.20,20,55,0.027232,11,0.986498,0.987808,0.974297,0.544683,0.532167
0.20,20,55,0.027232,12,0.987702,0.988542,0.977103,0.522199,0.543755
0.20,20,55,0.027232,13,0.987036,0.988570,0.974655,0.385039,0.374174
0.20,20,55,0.027232,14,0.984196,0.986936,0.969671,0.402874,0.390933
0.20,20,55,0.027232,15,0.988059,0.986772,0.978973,0.440069,0.428509
0.20,20,55,0.027232,16,0.986754,0.988608,0.976116,0.604959,0.618820
