# generator=validate_spinodal_cpu.jl  threads=6  K_TARGET=10000  N_EQ=8000  N_SAMP=2000  generated=2026-06-09T01:31:47.173
alpha,N,T,disorder,init,phi
0.550,1000,0.2000,1,cold,0.405626
0.550,1000,0.2000,2,cold,0.461585
0.550,1000,0.2000,3,cold,0.460487
0.550,1000,0.2000,4,cold,0.445278
0.550,1000,0.2000,5,cold,0.465202
0.550,1000,0.2000,6,cold,0.437021
0.550,1000,0.2000,7,cold,0.422032
0.550,1000,0.2000,8,cold,0.398046
0.550,1000,0.2050,1,cold,0.379437
0.550,1000,0.2050,2,cold,0.437313
0.550,1000,0.2050,3,cold,0.438701
0.550,1000,0.2050,4,cold,0.425875
0.550,1000,0.2050,5,cold,0.445467
0.550,1000,0.2050,6,cold,0.417198
0.550,1000,0.2050,7,cold,0.399055
0.550,1000,0.2050,8,cold,0.372736
0.550,1000,0.2100,1,cold,0.389879
0.550,1000,0.2100,2,cold,0.389833
0.550,1000,0.2100,3,cold,0.400940
0.550,1000,0.2100,4,cold,0.419221
0.550,1000,0.2100,5,cold,0.379384
0.550,1000,0.2100,6,cold,0.401551
0.550,1000,0.2100,7,cold,0.377305
0.550,1000,0.2100,8,cold,0.360975
0.550,1000,0.2150,1,cold,0.339490
0.550,1000,0.2150,2,cold,0.342732
0.550,1000,0.2150,3,cold,0.392949
0.550,1000,0.2150,4,cold,0.360675
0.550,1000,0.2150,5,cold,0.409258
0.550,1000,0.2150,6,cold,0.356783
0.550,1000,0.2150,7,cold,0.383404
0.550,1000,0.2150,8,cold,0.399705
0.550,1000,0.2200,1,cold,0.317607
0.550,1000,0.2200,2,cold,0.323116
0.550,1000,0.2200,3,cold,0.376811
0.550,1000,0.2200,4,cold,0.340262
0.550,1000,0.2200,5,cold,0.387247
0.550,1000,0.2200,6,cold,0.332344
0.550,1000,0.2200,7,cold,0.365449
0.550,1000,0.2200,8,cold,0.368705
0.550,1000,0.2250,1,cold,0.296583
0.550,1000,0.2250,2,cold,0.305708
0.550,1000,0.2250,3,cold,0.352968
0.550,1000,0.2250,4,cold,0.324814
0.550,1000,0.2250,5,cold,0.370482
0.550,1000,0.2250,6,cold,0.313445
0.550,1000,0.2250,7,cold,0.345587
0.550,1000,0.2250,8,cold,0.342632
0.550,1000,0.2300,1,cold,0.273724
0.550,1000,0.2300,2,cold,0.275113
0.550,1000,0.2300,3,cold,0.309106
0.550,1000,0.2300,4,cold,0.322300
0.550,1000,0.2300,5,cold,0.252027
0.550,1000,0.2300,6,cold,0.313283
0.550,1000,0.2300,7,cold,0.313544
0.550,1000,0.2300,8,cold,0.334881
0.550,1000,0.2350,1,cold,0.253483
0.550,1000,0.2350,2,cold,0.291503
0.550,1000,0.2350,3,cold,0.314316
0.550,1000,0.2350,4,cold,0.340669
0.550,1000,0.2350,5,cold,0.299151
0.550,1000,0.2350,6,cold,0.269020
0.550,1000,0.2350,7,cold,0.312701
0.550,1000,0.2350,8,cold,0.291445
0.550,1000,0.2400,1,cold,0.239630
0.550,1000,0.2400,2,cold,0.277167
0.550,1000,0.2400,3,cold,0.294944
0.550,1000,0.2400,4,cold,0.324993
0.550,1000,0.2400,5,cold,0.284607
0.550,1000,0.2400,6,cold,0.251941
0.550,1000,0.2400,7,cold,0.295670
0.550,1000,0.2400,8,cold,0.278056
0.550,1000,0.2450,1,cold,0.217078
0.550,1000,0.2450,2,cold,0.256649
0.550,1000,0.2450,3,cold,0.281891
0.550,1000,0.2450,4,cold,0.306249
0.550,1000,0.2450,5,cold,0.270332
0.550,1000,0.2450,6,cold,0.232474
0.550,1000,0.2450,7,cold,0.279451
0.550,1000,0.2450,8,cold,0.259772
0.550,1000,0.2500,1,cold,0.250943
0.550,1000,0.2500,2,cold,0.232835
0.550,1000,0.2500,3,cold,0.242255
0.550,1000,0.2500,4,cold,0.236238
0.550,1000,0.2500,5,cold,0.253701
0.550,1000,0.2500,6,cold,0.183709
0.550,1000,0.2500,7,cold,0.231698
0.550,1000,0.2500,8,cold,0.282231
0.550,1000,0.2550,1,cold,0.198566
0.550,1000,0.2550,2,cold,0.197966
0.550,1000,0.2550,3,cold,0.205667
0.550,1000,0.2550,4,cold,0.220221
0.550,1000,0.2550,5,cold,0.227217
0.550,1000,0.2550,6,cold,0.235216
0.550,1000,0.2550,7,cold,0.261162
0.550,1000,0.2550,8,cold,0.206675
0.550,1000,0.2600,1,cold,0.183168
0.550,1000,0.2600,2,cold,0.182436
0.550,1000,0.2600,3,cold,0.194663
0.550,1000,0.2600,4,cold,0.204247
0.550,1000,0.2600,5,cold,0.214236
0.550,1000,0.2600,6,cold,0.222830
0.550,1000,0.2600,7,cold,0.248970
0.550,1000,0.2600,8,cold,0.187618
0.550,1000,0.2650,1,cold,0.169244
0.550,1000,0.2650,2,cold,0.169039
0.550,1000,0.2650,3,cold,0.183066
0.550,1000,0.2650,4,cold,0.188870
0.550,1000,0.2650,5,cold,0.201104
0.550,1000,0.2650,6,cold,0.209945
0.550,1000,0.2650,7,cold,0.234499
0.550,1000,0.2650,8,cold,0.174042
0.550,1000,0.2700,1,cold,0.191748
0.550,1000,0.2700,2,cold,0.092418
0.550,1000,0.2700,3,cold,0.192371
0.550,1000,0.2700,4,cold,0.190270
0.550,1000,0.2700,5,cold,0.172926
0.550,1000,0.2700,6,cold,0.159270
0.550,1000,0.2700,7,cold,0.165430
0.550,1000,0.2700,8,cold,0.197790
0.550,1000,0.2750,1,cold,0.179391
0.550,1000,0.2750,2,cold,0.118951
0.550,1000,0.2750,3,cold,0.216082
0.550,1000,0.2750,4,cold,0.186709
0.550,1000,0.2750,5,cold,0.149732
0.550,1000,0.2750,6,cold,0.183633
0.550,1000,0.2750,7,cold,0.187476
0.550,1000,0.2750,8,cold,0.178122
0.550,1000,0.2800,1,cold,0.167432
0.550,1000,0.2800,2,cold,0.108618
0.550,1000,0.2800,3,cold,0.205995
0.550,1000,0.2800,4,cold,0.176017
0.550,1000,0.2800,5,cold,0.138855
0.550,1000,0.2800,6,cold,0.172022
0.550,1000,0.2800,7,cold,0.174156
0.550,1000,0.2800,8,cold,0.165148
0.550,1000,0.2850,1,cold,0.151552
0.550,1000,0.2850,2,cold,0.098155
0.550,1000,0.2850,3,cold,0.197410
0.550,1000,0.2850,4,cold,0.165551
0.550,1000,0.2850,5,cold,0.128139
0.550,1000,0.2850,6,cold,0.162270
0.550,1000,0.2850,7,cold,0.166071
0.550,1000,0.2850,8,cold,0.153677
0.550,1000,0.2900,1,cold,0.111537
0.550,1000,0.2900,2,cold,0.128241
0.550,1000,0.2900,3,cold,0.108319
0.550,1000,0.2900,4,cold,0.183078
0.550,1000,0.2900,5,cold,0.153837
0.550,1000,0.2900,6,cold,0.132045
0.550,1000,0.2900,7,cold,0.128377
0.550,1000,0.2900,8,cold,0.148709
0.550,1000,0.2950,1,cold,0.153615
0.550,1000,0.2950,2,cold,0.136548
0.550,1000,0.2950,3,cold,0.111981
0.550,1000,0.2950,4,cold,0.154767
0.550,1000,0.2950,5,cold,0.077931
0.550,1000,0.2950,6,cold,0.069273
0.550,1000,0.2950,7,cold,0.171589
0.550,1000,0.2950,8,cold,0.167460
0.550,1000,0.3000,1,cold,0.143244
0.550,1000,0.3000,2,cold,0.125322
0.550,1000,0.3000,3,cold,0.099421
0.550,1000,0.3000,4,cold,0.147604
0.550,1000,0.3000,5,cold,0.070494
0.550,1000,0.3000,6,cold,0.058958
0.550,1000,0.3000,7,cold,0.162778
0.550,1000,0.3000,8,cold,0.159035
0.600,50,0.0050,1,cold,0.997119
0.600,50,0.0050,2,cold,0.997267
0.600,50,0.0050,3,cold,0.996877
0.600,50,0.0050,4,cold,0.995907
0.600,50,0.0050,5,cold,0.996682
0.600,50,0.0050,6,cold,0.995676
0.600,50,0.0050,7,cold,0.996106
0.600,50,0.0050,8,cold,0.996258
0.600,50,0.0100,1,cold,0.992829
0.600,50,0.0100,2,cold,0.993104
0.600,50,0.0100,3,cold,0.993576
0.600,50,0.0100,4,cold,0.993619
0.600,50,0.0100,5,cold,0.992434
0.600,50,0.0100,6,cold,0.993601
0.600,50,0.0100,7,cold,0.993426
0.600,50,0.0100,8,cold,0.991245
0.600,50,0.0150,1,cold,0.989722
0.600,50,0.0150,2,cold,0.986519
0.600,50,0.0150,3,cold,0.987059
0.600,50,0.0150,4,cold,0.989221
0.600,50,0.0150,5,cold,0.988571
0.600,50,0.0150,6,cold,0.988785
0.600,50,0.0150,7,cold,0.988640
0.600,50,0.0150,8,cold,0.983413
0.600,50,0.0200,1,cold,0.984400
0.600,50,0.0200,2,cold,0.979076
0.600,50,0.0200,3,cold,0.979551
0.600,50,0.0200,4,cold,0.982700
0.600,50,0.0200,5,cold,0.982984
0.600,50,0.0200,6,cold,0.983502
0.600,50,0.0200,7,cold,0.981436
0.600,50,0.0200,8,cold,0.970727
0.600,50,0.0250,1,cold,0.975809
0.600,50,0.0250,2,cold,0.959870
0.600,50,0.0250,3,cold,0.965166
0.600,50,0.0250,4,cold,0.975834
0.600,50,0.0250,5,cold,0.976007
0.600,50,0.0250,6,cold,0.974552
0.600,50,0.0250,7,cold,0.968325
0.600,50,0.0250,8,cold,0.920178
0.600,50,0.0300,1,cold,0.889551
0.600,50,0.0300,2,cold,0.942473
0.600,50,0.0300,3,cold,0.930980
0.600,50,0.0300,4,cold,0.787791
0.600,50,0.0300,5,cold,0.829241
0.600,50,0.0300,6,cold,0.801078
0.600,50,0.0300,7,cold,0.672260
0.600,50,0.0300,8,cold,0.727709
0.600,50,0.0350,1,cold,0.492332
0.600,50,0.0350,2,cold,0.673050
0.600,50,0.0350,3,cold,0.806539
0.600,50,0.0350,4,cold,0.676806
0.600,50,0.0350,5,cold,0.739781
0.600,50,0.0350,6,cold,0.641469
0.600,50,0.0350,7,cold,0.653734
0.600,50,0.0350,8,cold,0.678008
0.600,50,0.0400,1,cold,0.351398
0.600,50,0.0400,2,cold,0.584666
0.600,50,0.0400,3,cold,0.587591
0.600,50,0.0400,4,cold,0.547883
0.600,50,0.0400,5,cold,0.598492
0.600,50,0.0400,6,cold,0.532938
0.600,50,0.0400,7,cold,0.537410
0.600,50,0.0400,8,cold,0.553989
0.600,50,0.0450,1,cold,0.243128
0.600,50,0.0450,2,cold,0.495802
0.600,50,0.0450,3,cold,0.369203
0.600,50,0.0450,4,cold,0.464155
0.600,50,0.0450,5,cold,0.476872
0.600,50,0.0450,6,cold,0.445400
0.600,50,0.0450,7,cold,0.441979
0.600,50,0.0450,8,cold,0.457982
0.600,50,0.0500,1,cold,0.122977
0.600,50,0.0500,2,cold,0.344570
0.600,50,0.0500,3,cold,0.044055
0.600,50,0.0500,4,cold,0.423920
0.600,50,0.0500,5,cold,0.086482
0.600,50,0.0500,6,cold,0.163916
0.600,50,0.0500,7,cold,0.314746
0.600,50,0.0500,8,cold,0.364313
0.600,50,0.0550,1,cold,0.239295
0.600,50,0.0550,2,cold,0.143636
0.600,50,0.0550,3,cold,0.182598
0.600,50,0.0550,4,cold,0.121714
0.600,50,0.0550,5,cold,0.254667
0.600,50,0.0550,6,cold,0.444023
0.600,50,0.0550,7,cold,0.417119
0.600,50,0.0550,8,cold,0.327814
0.600,50,0.0600,1,cold,0.191870
0.600,50,0.0600,2,cold,0.075022
0.600,50,0.0600,3,cold,0.137646
0.600,50,0.0600,4,cold,0.050028
0.600,50,0.0600,5,cold,0.187344
0.600,50,0.0600,6,cold,0.386210
0.600,50,0.0600,7,cold,0.368324
0.600,50,0.0600,8,cold,0.282299
0.600,50,0.0650,1,cold,0.157384
0.600,50,0.0650,2,cold,0.019200
0.600,50,0.0650,3,cold,0.105095
0.600,50,0.0650,4,cold,-0.003748
0.600,50,0.0650,5,cold,0.135915
0.600,50,0.0650,6,cold,0.337037
0.600,50,0.0650,7,cold,0.325201
0.600,50,0.0650,8,cold,0.245256
0.600,50,0.0700,1,cold,-0.034878
0.600,50,0.0700,2,cold,0.213929
0.600,50,0.0700,3,cold,0.076862
0.600,50,0.0700,4,cold,0.079684
0.600,50,0.0700,5,cold,0.147382
0.600,50,0.0700,6,cold,0.021588
0.600,50,0.0700,7,cold,-0.001826
0.600,50,0.0700,8,cold,0.018452
0.600,50,0.0750,1,cold,-0.172647
0.600,50,0.0750,2,cold,0.184238
0.600,50,0.0750,3,cold,0.194164
0.600,50,0.0750,4,cold,0.099664
0.600,50,0.0750,5,cold,-0.134951
0.600,50,0.0750,6,cold,-0.115116
0.600,50,0.0750,7,cold,0.029662
0.600,50,0.0750,8,cold,0.063265
0.600,50,0.0800,1,cold,-0.170789
0.600,50,0.0800,2,cold,0.169319
0.600,50,0.0800,3,cold,0.165769
0.600,50,0.0800,4,cold,0.076906
0.600,50,0.0800,5,cold,-0.159581
0.600,50,0.0800,6,cold,-0.130850
0.600,50,0.0800,7,cold,0.004420
0.600,50,0.0800,8,cold,0.046273
0.600,50,0.0850,1,cold,-0.163024
0.600,50,0.0850,2,cold,0.159532
0.600,50,0.0850,3,cold,0.143372
0.600,50,0.0850,4,cold,0.059067
0.600,50,0.0850,5,cold,-0.174694
0.600,50,0.0850,6,cold,-0.140267
0.600,50,0.0850,7,cold,-0.013527
0.600,50,0.0850,8,cold,0.035948
0.600,50,0.0900,1,cold,-0.082601
0.600,50,0.0900,2,cold,0.073413
0.600,50,0.0900,3,cold,0.163768
0.600,50,0.0900,4,cold,0.146046
0.600,50,0.0900,5,cold,-0.132624
0.600,50,0.0900,6,cold,-0.072963
0.600,50,0.0900,7,cold,0.065793
0.600,50,0.0900,8,cold,0.124117
0.600,50,0.0950,1,cold,0.005395
0.600,50,0.0950,2,cold,-0.129226
0.600,50,0.0950,3,cold,-0.108596
0.600,50,0.0950,4,cold,0.073931
0.600,50,0.0950,5,cold,-0.139237
0.600,50,0.0950,6,cold,0.220311
0.600,50,0.0950,7,cold,-0.094989
0.600,50,0.0950,8,cold,-0.100546
0.600,50,0.1000,1,cold,0.000753
0.600,50,0.1000,2,cold,-0.136021
0.600,50,0.1000,3,cold,-0.119221
0.600,50,0.1000,4,cold,0.077759
0.600,50,0.1000,5,cold,-0.140811
0.600,50,0.1000,6,cold,0.219160
0.600,50,0.1000,7,cold,-0.100925
0.600,50,0.1000,8,cold,-0.092291
0.600,50,0.1050,1,cold,-0.002630
0.600,50,0.1050,2,cold,-0.139513
0.600,50,0.1050,3,cold,-0.127338
0.600,50,0.1050,4,cold,0.083377
0.600,50,0.1050,5,cold,-0.140737
0.600,50,0.1050,6,cold,0.218456
0.600,50,0.1050,7,cold,-0.104807
0.600,50,0.1050,8,cold,-0.084264
0.600,50,0.1100,1,cold,0.027315
0.600,50,0.1100,2,cold,0.012608
0.600,50,0.1100,3,cold,0.043356
0.600,50,0.1100,4,cold,-0.118118
0.600,50,0.1100,5,cold,-0.004626
0.600,50,0.1100,6,cold,0.054379
0.600,50,0.1100,7,cold,-0.027461
0.600,50,0.1100,8,cold,0.215305
0.600,50,0.1150,1,cold,-0.016566
0.600,50,0.1150,2,cold,0.062369
0.600,50,0.1150,3,cold,-0.045810
0.600,50,0.1150,4,cold,0.069768
0.600,50,0.1150,5,cold,-0.027086
0.600,50,0.1150,6,cold,0.093995
0.600,50,0.1150,7,cold,0.135095
0.600,50,0.1150,8,cold,0.022150
0.600,50,0.1200,1,cold,-0.009264
0.600,50,0.1200,2,cold,0.062718
0.600,50,0.1200,3,cold,-0.046113
0.600,50,0.1200,4,cold,0.070956
0.600,50,0.1200,5,cold,-0.030688
0.600,50,0.1200,6,cold,0.091798
0.600,50,0.1200,7,cold,0.130028
0.600,50,0.1200,8,cold,0.017413
0.600,50,0.1250,1,cold,-0.002721
0.600,50,0.1250,2,cold,0.062744
0.600,50,0.1250,3,cold,-0.045986
0.600,50,0.1250,4,cold,0.071650
0.600,50,0.1250,5,cold,-0.034011
0.600,50,0.1250,6,cold,0.089780
0.600,50,0.1250,7,cold,0.125388
0.600,50,0.1250,8,cold,0.013410
0.600,50,0.1300,1,cold,0.132767
0.600,50,0.1300,2,cold,0.060291
0.600,50,0.1300,3,cold,-0.100108
0.600,50,0.1300,4,cold,0.040277
0.600,50,0.1300,5,cold,0.129202
0.600,50,0.1300,6,cold,-0.120520
0.600,50,0.1300,7,cold,0.219706
0.600,50,0.1300,8,cold,0.024166
0.600,50,0.1350,1,cold,-0.081717
0.600,50,0.1350,2,cold,-0.109462
0.600,50,0.1350,3,cold,0.050249
0.600,50,0.1350,4,cold,0.089610
0.600,50,0.1350,5,cold,0.068966
0.600,50,0.1350,6,cold,0.085706
0.600,50,0.1350,7,cold,-0.155415
0.600,50,0.1350,8,cold,0.028715
0.600,50,0.1400,1,cold,-0.082117
0.600,50,0.1400,2,cold,-0.107968
0.600,50,0.1400,3,cold,0.047999
0.600,50,0.1400,4,cold,0.087774
0.600,50,0.1400,5,cold,0.074031
0.600,50,0.1400,6,cold,0.083140
0.600,50,0.1400,7,cold,-0.158380
0.600,50,0.1400,8,cold,0.030267
0.600,50,0.1450,1,cold,-0.082458
0.600,50,0.1450,2,cold,-0.106802
0.600,50,0.1450,3,cold,0.045596
0.600,50,0.1450,4,cold,0.086062
0.600,50,0.1450,5,cold,0.078460
0.600,50,0.1450,6,cold,0.080707
0.600,50,0.1450,7,cold,-0.160768
0.600,50,0.1450,8,cold,0.031683
0.600,50,0.1500,1,cold,0.010819
0.600,50,0.1500,2,cold,-0.110461
0.600,50,0.1500,3,cold,0.069512
0.600,50,0.1500,4,cold,-0.147170
0.600,50,0.1500,5,cold,0.038308
0.600,50,0.1500,6,cold,0.107525
0.600,50,0.1500,7,cold,0.136330
0.600,50,0.1500,8,cold,-0.034463
0.600,50,0.1550,1,cold,0.071834
0.600,50,0.1550,2,cold,0.157770
0.600,50,0.1550,3,cold,0.045795
0.600,50,0.1550,4,cold,-0.085791
0.600,50,0.1550,5,cold,0.005387
0.600,50,0.1550,6,cold,0.186816
0.600,50,0.1550,7,cold,-0.212799
0.600,50,0.1550,8,cold,0.063558
0.600,50,0.1600,1,cold,0.071152
0.600,50,0.1600,2,cold,0.156435
0.600,50,0.1600,3,cold,0.048040
0.600,50,0.1600,4,cold,-0.088829
0.600,50,0.1600,5,cold,0.003120
0.600,50,0.1600,6,cold,0.183800
0.600,50,0.1600,7,cold,-0.207094
0.600,50,0.1600,8,cold,0.060900
0.600,50,0.1650,1,cold,0.070443
0.600,50,0.1650,2,cold,0.154982
0.600,50,0.1650,3,cold,0.049720
0.600,50,0.1650,4,cold,-0.091436
0.600,50,0.1650,5,cold,0.001092
0.600,50,0.1650,6,cold,0.180946
0.600,50,0.1650,7,cold,-0.201331
0.600,50,0.1650,8,cold,0.058509
0.600,50,0.1700,1,cold,-0.069617
0.600,50,0.1700,2,cold,0.043459
0.600,50,0.1700,3,cold,-0.139012
0.600,50,0.1700,4,cold,-0.063136
0.600,50,0.1700,5,cold,-0.045559
0.600,50,0.1700,6,cold,0.095010
0.600,50,0.1700,7,cold,-0.151622
0.600,50,0.1700,8,cold,0.030308
0.600,50,0.1750,1,cold,0.054549
0.600,50,0.1750,2,cold,-0.097277
0.600,50,0.1750,3,cold,0.051528
0.600,50,0.1750,4,cold,0.029567
0.600,50,0.1750,5,cold,-0.019901
0.600,50,0.1750,6,cold,0.013229
0.600,50,0.1750,7,cold,-0.027621
0.600,50,0.1750,8,cold,-0.085553
0.600,50,0.1800,1,cold,0.055989
0.600,50,0.1800,2,cold,-0.096186
0.600,50,0.1800,3,cold,0.045591
0.600,50,0.1800,4,cold,0.029991
0.600,50,0.1800,5,cold,-0.020106
0.600,50,0.1800,6,cold,0.012594
0.600,50,0.1800,7,cold,-0.028479
0.600,50,0.1800,8,cold,-0.083141
0.600,50,0.1850,1,cold,0.057185
0.600,50,0.1850,2,cold,-0.094996
0.600,50,0.1850,3,cold,0.039988
0.600,50,0.1850,4,cold,0.030231
0.600,50,0.1850,5,cold,-0.020309
0.600,50,0.1850,6,cold,0.012000
0.600,50,0.1850,7,cold,-0.029131
0.600,50,0.1850,8,cold,-0.080744
0.600,50,0.1900,1,cold,-0.060720
0.600,50,0.1900,2,cold,0.113960
0.600,50,0.1900,3,cold,0.054526
0.600,50,0.1900,4,cold,-0.181165
0.600,50,0.1900,5,cold,-0.033326
0.600,50,0.1900,6,cold,0.125791
0.600,50,0.1900,7,cold,0.133554
0.600,50,0.1900,8,cold,-0.098798
0.600,50,0.1950,1,cold,-0.071629
0.600,50,0.1950,2,cold,-0.069188
0.600,50,0.1950,3,cold,-0.016348
0.600,50,0.1950,4,cold,0.092810
0.600,50,0.1950,5,cold,-0.150865
0.600,50,0.1950,6,cold,0.010042
0.600,50,0.1950,7,cold,-0.071150
0.600,50,0.1950,8,cold,0.086626
0.600,50,0.2000,1,cold,-0.070454
0.600,50,0.2000,2,cold,-0.067526
0.600,50,0.2000,3,cold,-0.017291
0.600,50,0.2000,4,cold,0.091637
0.600,50,0.2000,5,cold,-0.147099
0.600,50,0.2000,6,cold,0.009387
0.600,50,0.2000,7,cold,-0.069637
0.600,50,0.2000,8,cold,0.085390
0.600,100,0.0050,1,cold,0.997280
0.600,100,0.0050,2,cold,0.997467
0.600,100,0.0050,3,cold,0.997667
0.600,100,0.0050,4,cold,0.998073
0.600,100,0.0050,5,cold,0.997606
0.600,100,0.0050,6,cold,0.997561
0.600,100,0.0050,7,cold,0.997456
0.600,100,0.0050,8,cold,0.997347
0.600,100,0.0100,1,cold,0.993200
0.600,100,0.0100,2,cold,0.992458
0.600,100,0.0100,3,cold,0.992909
0.600,100,0.0100,4,cold,0.995283
0.600,100,0.0100,5,cold,0.993773
0.600,100,0.0100,6,cold,0.994337
0.600,100,0.0100,7,cold,0.993662
0.600,100,0.0100,8,cold,0.993883
0.600,100,0.0150,1,cold,0.988957
0.600,100,0.0150,2,cold,0.991460
0.600,100,0.0150,3,cold,0.991282
0.600,100,0.0150,4,cold,0.990919
0.600,100,0.0150,5,cold,0.990022
0.600,100,0.0150,6,cold,0.991450
0.600,100,0.0150,7,cold,0.989528
0.600,100,0.0150,8,cold,0.991661
0.600,100,0.0200,1,cold,0.983309
0.600,100,0.0200,2,cold,0.985962
0.600,100,0.0200,3,cold,0.986579
0.600,100,0.0200,4,cold,0.985389
0.600,100,0.0200,5,cold,0.982632
0.600,100,0.0200,6,cold,0.987415
0.600,100,0.0200,7,cold,0.983881
0.600,100,0.0200,8,cold,0.987452
0.600,100,0.0250,1,cold,0.968625
0.600,100,0.0250,2,cold,0.958016
0.600,100,0.0250,3,cold,0.952073
0.600,100,0.0250,4,cold,0.939485
0.600,100,0.0250,5,cold,0.944059
0.600,100,0.0250,6,cold,0.979497
0.600,100,0.0250,7,cold,0.953300
0.600,100,0.0250,8,cold,0.976061
0.600,100,0.0300,1,cold,0.895680
0.600,100,0.0300,2,cold,0.812943
0.600,100,0.0300,3,cold,0.869275
0.600,100,0.0300,4,cold,0.849135
0.600,100,0.0300,5,cold,0.850012
0.600,100,0.0300,6,cold,0.880493
0.600,100,0.0300,7,cold,0.869877
0.600,100,0.0300,8,cold,0.867279
0.600,100,0.0350,1,cold,0.720826
0.600,100,0.0350,2,cold,0.749918
0.600,100,0.0350,3,cold,0.754326
0.600,100,0.0350,4,cold,0.768143
0.600,100,0.0350,5,cold,0.735890
0.600,100,0.0350,6,cold,0.737178
0.600,100,0.0350,7,cold,0.755925
0.600,100,0.0350,8,cold,0.811697
0.600,100,0.0400,1,cold,0.638645
0.600,100,0.0400,2,cold,0.648118
0.600,100,0.0400,3,cold,0.672784
0.600,100,0.0400,4,cold,0.691612
0.600,100,0.0400,5,cold,0.627738
0.600,100,0.0400,6,cold,0.638308
0.600,100,0.0400,7,cold,0.658428
0.600,100,0.0400,8,cold,0.738912
0.600,100,0.0450,1,cold,0.557414
0.600,100,0.0450,2,cold,0.565865
0.600,100,0.0450,3,cold,0.577337
0.600,100,0.0450,4,cold,0.620531
0.600,100,0.0450,5,cold,0.516945
0.600,100,0.0450,6,cold,0.559113
0.600,100,0.0450,7,cold,0.553583
0.600,100,0.0450,8,cold,0.669055
0.600,100,0.0500,1,cold,0.467809
0.600,100,0.0500,2,cold,0.670458
0.600,100,0.0500,3,cold,0.573128
0.600,100,0.0500,4,cold,0.513064
0.600,100,0.0500,5,cold,0.582395
0.600,100,0.0500,6,cold,0.606798
0.600,100,0.0500,7,cold,0.514561
0.600,100,0.0500,8,cold,0.536306
0.600,100,0.0550,1,cold,0.543618
0.600,100,0.0550,2,cold,0.444837
0.600,100,0.0550,3,cold,0.500891
0.600,100,0.0550,4,cold,0.426670
0.600,100,0.0550,5,cold,0.498473
0.600,100,0.0550,6,cold,0.432744
0.600,100,0.0550,7,cold,0.435152
0.600,100,0.0550,8,cold,0.568089
0.600,100,0.0600,1,cold,0.482948
0.600,100,0.0600,2,cold,0.377052
0.600,100,0.0600,3,cold,0.443092
0.600,100,0.0600,4,cold,0.366976
0.600,100,0.0600,5,cold,0.433873
0.600,100,0.0600,6,cold,0.358735
0.600,100,0.0600,7,cold,0.366362
0.600,100,0.0600,8,cold,0.516515
0.600,100,0.0650,1,cold,0.427855
0.600,100,0.0650,2,cold,0.315289
0.600,100,0.0650,3,cold,0.387244
0.600,100,0.0650,4,cold,0.313042
0.600,100,0.0650,5,cold,0.368489
0.600,100,0.0650,6,cold,0.291821
0.600,100,0.0650,7,cold,0.294368
0.600,100,0.0650,8,cold,0.467682
0.600,100,0.0700,1,cold,0.336592
0.600,100,0.0700,2,cold,0.350268
0.600,100,0.0700,3,cold,0.199674
0.600,100,0.0700,4,cold,0.170069
0.600,100,0.0700,5,cold,0.259295
0.600,100,0.0700,6,cold,0.329391
0.600,100,0.0700,7,cold,0.111791
0.600,100,0.0700,8,cold,0.455570
0.600,100,0.0750,1,cold,0.277917
0.600,100,0.0750,2,cold,0.340231
0.600,100,0.0750,3,cold,0.272571
0.600,100,0.0750,4,cold,0.116860
0.600,100,0.0750,5,cold,0.097063
0.600,100,0.0750,6,cold,0.107863
0.600,100,0.0750,7,cold,0.178023
0.600,100,0.0750,8,cold,0.327040
0.600,100,0.0800,1,cold,0.240613
0.600,100,0.0800,2,cold,0.300441
0.600,100,0.0800,3,cold,0.233243
0.600,100,0.0800,4,cold,0.058118
0.600,100,0.0800,5,cold,0.053158
0.600,100,0.0800,6,cold,0.049286
0.600,100,0.0800,7,cold,0.129476
0.600,100,0.0800,8,cold,0.284962
0.600,100,0.0850,1,cold,0.207690
0.600,100,0.0850,2,cold,0.265561
0.600,100,0.0850,3,cold,0.199068
0.600,100,0.0850,4,cold,0.002060
0.600,100,0.0850,5,cold,0.015180
0.600,100,0.0850,6,cold,0.001866
0.600,100,0.0850,7,cold,0.087418
0.600,100,0.0850,8,cold,0.248463
0.600,100,0.0900,1,cold,0.224629
0.600,100,0.0900,2,cold,0.095022
0.600,100,0.0900,3,cold,0.220250
0.600,100,0.0900,4,cold,0.150699
0.600,100,0.0900,5,cold,0.269794
0.600,100,0.0900,6,cold,0.105198
0.600,100,0.0900,7,cold,0.110884
0.600,100,0.0900,8,cold,0.240700
0.600,100,0.0950,1,cold,0.036991
0.600,100,0.0950,2,cold,0.036022
0.600,100,0.0950,3,cold,0.176193
0.600,100,0.0950,4,cold,-0.077351
0.600,100,0.0950,5,cold,0.122068
0.600,100,0.0950,6,cold,0.113400
0.600,100,0.0950,7,cold,-0.004802
0.600,100,0.0950,8,cold,0.197171
0.600,100,0.1000,1,cold,0.007818
0.600,100,0.1000,2,cold,0.013876
0.600,100,0.1000,3,cold,0.152792
0.600,100,0.1000,4,cold,-0.102897
0.600,100,0.1000,5,cold,0.097067
0.600,100,0.1000,6,cold,0.091001
0.600,100,0.1000,7,cold,-0.024018
0.600,100,0.1000,8,cold,0.181084
0.600,100,0.1050,1,cold,-0.016037
