# generator=escape_time_Ndim.jl  N=100  N_DIS=32  MAX_STEPS=1000000  φ_escape=0.5  generated=2026-06-11T16:14:47.416
alpha,T,disorder,K,tau,escaped
0.500,0.18500,24,1,2044,1
0.500,0.19000,24,1,325,1
0.500,0.19500,24,1,469,1
0.500,0.20000,24,1,1921,1
0.550,0.06500,13,1,1000000,0
0.500,0.13500,29,1,1000000,0
0.500,0.14000,2,1,260883,1
0.500,0.14000,29,1,46794,1
0.500,0.14500,2,1,72834,1
0.500,0.15000,2,1,5426,1
0.500,0.14500,29,1,58880,1
0.500,0.15500,2,1,34938,1
0.500,0.15000,29,1,41645,1
0.500,0.16000,2,1,21662,1
0.500,0.16500,2,1,652,1
0.500,0.17000,2,1,1899,1
0.500,0.17500,2,1,3088,1
0.500,0.18000,2,1,2948,1
0.500,0.18500,2,1,931,1
0.500,0.19000,2,1,731,1
0.500,0.19500,2,1,284,1
0.500,0.20000,2,1,417,1
0.500,0.15500,29,1,25908,1
0.500,0.16000,29,1,11916,1
0.500,0.16500,29,1,513,1
0.500,0.17000,29,1,2040,1
0.500,0.17500,29,1,1198,1
0.500,0.18000,29,1,4497,1
0.500,0.18500,29,1,994,1
0.500,0.19000,29,1,301,1
0.500,0.19500,29,1,741,1
0.500,0.20000,29,1,392,1
0.550,0.06500,18,1,1000000,0
0.500,0.12000,8,1,1000000,0
0.550,0.06500,24,1,1000000,0
0.550,0.07000,13,1,1000000,0
0.550,0.06500,2,1,1000000,0
0.550,0.06500,29,1,1000000,0
0.550,0.07000,18,1,1000000,0
0.550,0.07500,13,1,493718,1
0.500,0.12500,8,1,1000000,0
0.550,0.08000,13,1,46660,1
0.550,0.08500,13,1,704,1
0.550,0.09000,13,1,1304,1
0.550,0.09500,13,1,1083,1
0.550,0.10000,13,1,728,1
0.550,0.10500,13,1,676,1
0.550,0.11000,13,1,792,1
0.550,0.11500,13,1,382,1
0.550,0.12000,13,1,448,1
0.550,0.12500,13,1,359,1
0.550,0.13000,13,1,268,1
0.550,0.13500,13,1,316,1
0.550,0.14000,13,1,417,1
0.550,0.14500,13,1,264,1
0.550,0.15000,13,1,240,1
0.620,0.02250,13,1,1564,1
0.620,0.02500,13,1,1340,1
0.620,0.02750,13,1,1592,1
0.620,0.03000,13,1,1140,1
0.620,0.03250,13,1,1133,1
0.620,0.03500,13,1,1276,1
0.620,0.03750,13,1,837,1
0.620,0.04000,13,1,680,1
0.620,0.04250,13,1,1114,1
0.620,0.04500,13,1,579,1
0.620,0.04750,13,1,934,1
0.620,0.05000,13,1,520,1
0.620,0.05250,13,1,744,1
0.620,0.05500,13,1,540,1
0.620,0.05750,13,1,681,1
0.620,0.06000,13,1,692,1
0.600,0.03750,13,1,892,1
0.600,0.04000,13,1,1309,1
0.600,0.04250,13,1,1056,1
0.600,0.04500,13,1,735,1
0.600,0.04750,13,1,816,1
0.600,0.05000,13,1,621,1
0.600,0.05250,13,1,816,1
0.600,0.05500,13,1,732,1
0.600,0.05750,13,1,667,1
0.600,0.06000,13,1,640,1
0.600,0.06250,13,1,721,1
0.600,0.06500,13,1,619,1
0.600,0.06750,13,1,568,1
0.600,0.07000,13,1,585,1
0.600,0.07250,13,1,509,1
0.600,0.07500,13,1,584,1
0.600,0.07750,13,1,333,1
0.600,0.08000,13,1,408,1
0.580,0.04250,14,1,47375,1
0.580,0.04500,14,1,4608,1
0.580,0.04750,14,1,4527,1
0.580,0.05000,14,1,1702,1
0.580,0.05250,14,1,955,1
0.580,0.05500,14,1,782,1
0.580,0.05750,14,1,1127,1
0.580,0.06000,14,1,855,1
0.580,0.06250,14,1,767,1
0.580,0.06500,14,1,596,1
0.580,0.06750,14,1,636,1
0.580,0.07000,14,1,580,1
0.580,0.07250,14,1,645,1
0.580,0.07500,14,1,496,1
0.580,0.07750,14,1,443,1
0.580,0.08000,14,1,354,1
0.580,0.08250,14,1,699,1
0.580,0.08500,14,1,551,1
0.580,0.08750,14,1,461,1
0.580,0.09000,14,1,346,1
0.580,0.09250,14,1,494,1
0.580,0.09500,14,1,382,1
0.580,0.09750,14,1,366,1
0.580,0.10000,14,1,320,1
0.550,0.07500,18,1,522269,1
0.550,0.08000,18,1,8725,1
0.550,0.08500,18,1,8846,1
0.550,0.09000,18,1,19076,1
0.550,0.09500,18,1,6145,1
0.550,0.10000,18,1,1036,1
0.550,0.10500,18,1,967,1
0.550,0.11000,18,1,1217,1
0.550,0.11500,18,1,449,1
0.550,0.12000,18,1,270,1
0.550,0.12500,18,1,298,1
0.550,0.13000,18,1,332,1
0.550,0.13500,18,1,357,1
0.550,0.14000,18,1,277,1
0.550,0.14500,18,1,300,1
0.550,0.15000,18,1,238,1
0.620,0.02250,18,1,1451,1
0.620,0.02500,18,1,1116,1
0.620,0.02750,18,1,1312,1
0.620,0.03000,18,1,1043,1
0.620,0.03250,18,1,1068,1
0.620,0.03500,18,1,1049,1
0.620,0.03750,18,1,950,1
0.620,0.04000,18,1,731,1
0.620,0.04250,18,1,733,1
0.620,0.04500,18,1,761,1
0.620,0.04750,18,1,515,1
0.620,0.05000,18,1,586,1
0.620,0.05250,18,1,787,1
0.620,0.05500,18,1,499,1
0.620,0.05750,18,1,523,1
0.620,0.06000,18,1,589,1
0.600,0.03750,18,1,1159,1
0.600,0.04000,18,1,843,1
0.600,0.04250,18,1,838,1
0.600,0.04500,18,1,754,1
0.600,0.04750,18,1,571,1
0.600,0.05000,18,1,600,1
0.600,0.05250,18,1,1022,1
0.600,0.05500,18,1,578,1
0.600,0.05750,18,1,834,1
0.600,0.06000,18,1,576,1
0.600,0.06250,18,1,614,1
0.600,0.06500,18,1,402,1
0.600,0.06750,18,1,691,1
0.600,0.07000,18,1,518,1
0.600,0.07250,18,1,558,1
0.600,0.07500,18,1,560,1
0.600,0.07750,18,1,453,1
0.600,0.08000,18,1,463,1
0.580,0.04250,19,1,4915,1
0.580,0.04500,19,1,3851,1
0.580,0.04750,19,1,1584,1
0.580,0.05000,19,1,1909,1
0.580,0.05250,19,1,2837,1
0.580,0.05500,19,1,855,1
0.580,0.05750,19,1,1082,1
0.580,0.06000,19,1,1032,1
0.580,0.06250,19,1,547,1
0.580,0.06500,19,1,613,1
0.580,0.06750,19,1,597,1
0.580,0.07000,19,1,634,1
0.580,0.07250,19,1,595,1
0.580,0.07500,19,1,523,1
0.580,0.07750,19,1,505,1
0.580,0.08000,19,1,620,1
0.580,0.08250,19,1,523,1
0.580,0.08500,19,1,309,1
0.580,0.08750,19,1,384,1
0.580,0.09000,19,1,450,1
0.580,0.09250,19,1,394,1
0.580,0.09500,19,1,490,1
0.580,0.09750,19,1,317,1
0.580,0.10000,19,1,317,1
0.550,0.07000,24,1,1000000,0
0.550,0.07500,24,1,137071,1
0.550,0.08000,24,1,10643,1
0.550,0.08500,24,1,552,1
0.550,0.09000,24,1,3256,1
0.550,0.09500,24,1,423,1
0.550,0.10000,24,1,942,1
0.550,0.10500,24,1,689,1
0.550,0.11000,24,1,1608,1
0.550,0.11500,24,1,293,1
0.550,0.12000,24,1,438,1
0.550,0.12500,24,1,356,1
0.550,0.13000,24,1,291,1
0.550,0.13500,24,1,209,1
0.550,0.14000,24,1,246,1
0.550,0.14500,24,1,194,1
0.550,0.15000,24,1,299,1
0.620,0.02250,24,1,2055,1
0.620,0.02500,24,1,1996,1
0.620,0.02750,24,1,1129,1
0.620,0.03000,24,1,805,1
0.620,0.03250,24,1,883,1
0.620,0.03500,24,1,1085,1
0.620,0.03750,24,1,896,1
0.620,0.04000,24,1,824,1
0.620,0.04250,24,1,657,1
0.620,0.04500,24,1,659,1
0.620,0.04750,24,1,629,1
0.620,0.05000,24,1,518,1
0.620,0.05250,24,1,597,1
0.620,0.05500,24,1,546,1
0.620,0.05750,24,1,574,1
0.620,0.06000,24,1,462,1
0.600,0.03750,24,1,995,1
0.600,0.04000,24,1,738,1
0.600,0.04250,24,1,990,1
0.600,0.04500,24,1,1188,1
0.600,0.04750,24,1,744,1
0.600,0.05000,24,1,1140,1
0.600,0.05250,24,1,655,1
0.600,0.05500,24,1,638,1
0.600,0.05750,24,1,571,1
0.600,0.06000,24,1,809,1
0.600,0.06250,24,1,550,1
0.600,0.06500,24,1,569,1
0.600,0.06750,24,1,421,1
0.600,0.07000,24,1,418,1
0.600,0.07250,24,1,368,1
0.600,0.07500,24,1,553,1
0.600,0.07750,24,1,465,1
0.600,0.08000,24,1,380,1
0.580,0.04250,25,1,12956,1
0.550,0.07000,2,1,1000000,0
0.580,0.04500,25,1,3183,1
0.580,0.04750,25,1,1256,1
0.580,0.05000,25,1,1397,1
0.580,0.05250,25,1,2107,1
0.580,0.05500,25,1,1057,1
0.580,0.05750,25,1,1136,1
0.580,0.06000,25,1,740,1
0.580,0.06250,25,1,622,1
0.580,0.06500,25,1,765,1
0.580,0.06750,25,1,706,1
0.580,0.07000,25,1,643,1
0.580,0.07250,25,1,496,1
0.580,0.07500,25,1,436,1
0.580,0.07750,25,1,527,1
0.580,0.08000,25,1,521,1
0.580,0.08250,25,1,496,1
0.580,0.08500,25,1,443,1
0.580,0.08750,25,1,408,1
0.580,0.09000,25,1,386,1
0.580,0.09250,25,1,633,1
0.580,0.09500,25,1,528,1
0.580,0.09750,25,1,292,1
0.580,0.10000,25,1,334,1
0.550,0.07000,29,1,1000000,0
0.500,0.13000,8,1,1000000,0
0.550,0.07500,2,1,461486,1
0.500,0.10500,14,1,1000000,0
0.550,0.08000,2,1,73950,1
0.550,0.08500,2,1,33052,1
0.550,0.09000,2,1,5187,1
0.550,0.09500,2,1,3381,1
0.550,0.10000,2,1,1474,1
0.550,0.10500,2,1,1268,1
0.550,0.11000,2,1,741,1
0.550,0.11500,2,1,377,1
0.550,0.12000,2,1,445,1
0.550,0.12500,2,1,316,1
0.550,0.13000,2,1,268,1
0.550,0.13500,2,1,338,1
0.550,0.14000,2,1,204,1
0.550,0.14500,2,1,183,1
0.550,0.15000,2,1,211,1
0.620,0.02250,2,1,1521,1
0.620,0.02500,2,1,1842,1
0.620,0.02750,2,1,1565,1
0.620,0.03000,2,1,1522,1
0.620,0.03250,2,1,1302,1
0.620,0.03500,2,1,750,1
0.620,0.03750,2,1,1033,1
0.620,0.04000,2,1,853,1
0.620,0.04250,2,1,1193,1
0.620,0.04500,2,1,817,1
0.620,0.04750,2,1,846,1
0.620,0.05000,2,1,657,1
0.620,0.05250,2,1,830,1
0.620,0.05500,2,1,477,1
0.620,0.05750,2,1,594,1
0.620,0.06000,2,1,564,1
0.600,0.03750,2,1,1304,1
0.600,0.04000,2,1,982,1
0.600,0.04250,2,1,1032,1
0.600,0.04500,2,1,683,1
0.600,0.04750,2,1,803,1
0.600,0.05000,2,1,681,1
0.600,0.05250,2,1,869,1
0.600,0.05500,2,1,502,1
0.600,0.05750,2,1,520,1
0.600,0.06000,2,1,543,1
0.600,0.06250,2,1,660,1
0.600,0.06500,2,1,565,1
0.600,0.06750,2,1,392,1
0.600,0.07000,2,1,423,1
0.600,0.07250,2,1,442,1
0.600,0.07500,2,1,437,1
0.600,0.07750,2,1,268,1
0.600,0.08000,2,1,432,1
0.580,0.04250,3,1,3178,1
0.580,0.04500,3,1,7326,1
0.580,0.04750,3,1,1581,1
0.580,0.05000,3,1,1588,1
0.580,0.05250,3,1,893,1
0.580,0.05500,3,1,1661,1
0.580,0.05750,3,1,843,1
0.580,0.06000,3,1,675,1
0.580,0.06250,3,1,562,1
0.580,0.06500,3,1,759,1
0.580,0.06750,3,1,482,1
0.580,0.07000,3,1,711,1
0.580,0.07250,3,1,531,1
0.580,0.07500,3,1,559,1
0.580,0.07750,3,1,352,1
0.580,0.08000,3,1,391,1
0.580,0.08250,3,1,471,1
0.580,0.08500,3,1,540,1
0.580,0.08750,3,1,410,1
0.580,0.09000,3,1,372,1
0.580,0.09250,3,1,232,1
0.580,0.09500,3,1,306,1
0.580,0.09750,3,1,441,1
0.580,0.10000,3,1,307,1
0.550,0.07500,29,1,623067,1
0.500,0.10500,19,1,1000000,0
0.550,0.08000,29,1,33731,1
0.550,0.08500,29,1,2633,1
0.550,0.09000,29,1,750,1
0.550,0.09500,29,1,1107,1
0.550,0.10000,29,1,806,1
0.550,0.10500,29,1,935,1
0.550,0.11000,29,1,807,1
0.550,0.11500,29,1,333,1
0.550,0.12000,29,1,392,1
0.550,0.12500,29,1,338,1
0.550,0.13000,29,1,292,1
0.550,0.13500,29,1,223,1
0.550,0.14000,29,1,295,1
0.550,0.14500,29,1,266,1
0.550,0.15000,29,1,195,1
0.620,0.02250,29,1,1760,1
0.620,0.02500,29,1,1342,1
0.620,0.02750,29,1,1147,1
0.620,0.03000,29,1,1055,1
0.620,0.03250,29,1,1034,1
0.620,0.03500,29,1,1025,1
0.620,0.03750,29,1,987,1
0.620,0.04000,29,1,596,1
0.620,0.04250,29,1,621,1
0.620,0.04500,29,1,835,1
0.620,0.04750,29,1,743,1
0.620,0.05000,29,1,521,1
0.620,0.05250,29,1,614,1
0.620,0.05500,29,1,705,1
0.620,0.05750,29,1,822,1
0.620,0.06000,29,1,475,1
0.600,0.03750,29,1,1203,1
0.600,0.04000,29,1,951,1
0.600,0.04250,29,1,773,1
0.600,0.04500,29,1,761,1
0.600,0.04750,29,1,792,1
0.600,0.05000,29,1,767,1
0.600,0.05250,29,1,615,1
0.600,0.05500,29,1,542,1
0.600,0.05750,29,1,840,1
0.600,0.06000,29,1,682,1
0.600,0.06250,29,1,616,1
0.600,0.06500,29,1,459,1
0.600,0.06750,29,1,590,1
0.600,0.07000,29,1,432,1
0.600,0.07250,29,1,367,1
0.600,0.07500,29,1,470,1
0.600,0.07750,29,1,427,1
0.600,0.08000,29,1,448,1
0.580,0.04250,30,1,110628,1
0.580,0.04500,30,1,5323,1
0.580,0.04750,30,1,4597,1
0.580,0.05000,30,1,2723,1
0.580,0.05250,30,1,911,1
0.580,0.05500,30,1,944,1
0.580,0.05750,30,1,1334,1
0.580,0.06000,30,1,823,1
0.580,0.06250,30,1,777,1
0.580,0.06500,30,1,663,1
0.580,0.06750,30,1,720,1
0.580,0.07000,30,1,556,1
0.580,0.07250,30,1,625,1
0.580,0.07500,30,1,493,1
0.580,0.07750,30,1,481,1
0.580,0.08000,30,1,569,1
0.580,0.08250,30,1,641,1
0.580,0.08500,30,1,424,1
0.580,0.08750,30,1,481,1
0.580,0.09000,30,1,342,1
0.580,0.09250,30,1,355,1
0.580,0.09500,30,1,341,1
0.580,0.09750,30,1,290,1
0.580,0.10000,30,1,347,1
0.500,0.10500,25,1,1000000,0
0.500,0.13500,8,1,717213,1
0.500,0.14000,8,1,166309,1
0.500,0.14500,8,1,26745,1
0.500,0.15000,8,1,17473,1
0.500,0.15500,8,1,5132,1
0.500,0.16000,8,1,656,1
0.500,0.16500,8,1,6385,1
0.500,0.17000,8,1,1669,1
0.500,0.17500,8,1,1069,1
0.500,0.18000,8,1,750,1
0.500,0.18500,8,1,735,1
0.500,0.19000,8,1,196,1
0.500,0.19500,8,1,1088,1
0.500,0.20000,8,1,233,1
0.500,0.11000,14,1,1000000,0
0.500,0.10500,3,1,1000000,0
0.500,0.11000,19,1,1000000,0
0.500,0.10500,30,1,1000000,0
0.500,0.11000,25,1,1000000,0
0.550,0.06500,8,1,1000000,0
0.500,0.11500,14,1,1000000,0
0.500,0.11000,3,1,1000000,0
0.500,0.11500,19,1,1000000,0
0.500,0.11000,30,1,1000000,0
0.500,0.11500,25,1,1000000,0
0.550,0.07000,8,1,1000000,0
0.550,0.07500,8,1,120127,1
0.550,0.08000,8,1,39444,1
0.500,0.12000,14,1,1000000,0
0.550,0.08500,8,1,35513,1
0.550,0.09000,8,1,1759,1
0.550,0.09500,8,1,968,1
0.550,0.10000,8,1,928,1
0.550,0.10500,8,1,592,1
0.550,0.11000,8,1,456,1
0.550,0.11500,8,1,263,1
0.550,0.12000,8,1,341,1
0.550,0.12500,8,1,392,1
0.550,0.13000,8,1,218,1
0.550,0.13500,8,1,270,1
0.550,0.14000,8,1,242,1
0.550,0.14500,8,1,297,1
0.550,0.15000,8,1,251,1
0.620,0.02250,8,1,1491,1
0.620,0.02500,8,1,1184,1
0.620,0.02750,8,1,1445,1
0.620,0.03000,8,1,1426,1
0.620,0.03250,8,1,1179,1
0.620,0.03500,8,1,767,1
0.620,0.03750,8,1,886,1
0.620,0.04000,8,1,683,1
0.620,0.04250,8,1,992,1
0.620,0.04500,8,1,850,1
0.620,0.04750,8,1,505,1
0.620,0.05000,8,1,635,1
0.620,0.05250,8,1,825,1
0.620,0.05500,8,1,819,1
0.620,0.05750,8,1,559,1
0.620,0.06000,8,1,592,1
0.600,0.03750,8,1,933,1
0.600,0.04000,8,1,965,1
0.600,0.04250,8,1,781,1
0.600,0.04500,8,1,821,1
0.600,0.04750,8,1,817,1
0.600,0.05000,8,1,649,1
0.600,0.05250,8,1,627,1
0.600,0.05500,8,1,600,1
0.600,0.05750,8,1,695,1
0.600,0.06000,8,1,616,1
0.600,0.06250,8,1,761,1
0.600,0.06500,8,1,561,1
0.600,0.06750,8,1,509,1
0.600,0.07000,8,1,472,1
0.600,0.07250,8,1,859,1
0.600,0.07500,8,1,373,1
0.600,0.07750,8,1,452,1
0.600,0.08000,8,1,437,1
0.580,0.04250,9,1,89958,1
0.580,0.04500,9,1,1366,1
0.580,0.04750,9,1,5131,1
0.580,0.05000,9,1,1648,1
0.580,0.05250,9,1,1356,1
0.580,0.05500,9,1,1795,1
0.500,0.11500,3,1,1000000,0
0.580,0.05750,9,1,981,1
0.580,0.06000,9,1,612,1
0.580,0.06250,9,1,778,1
0.580,0.06500,9,1,713,1
0.580,0.06750,9,1,693,1
0.580,0.07000,9,1,773,1
0.580,0.07250,9,1,619,1
0.580,0.07500,9,1,577,1
0.580,0.07750,9,1,480,1
0.580,0.08000,9,1,501,1
0.580,0.08250,9,1,470,1
0.580,0.08500,9,1,483,1
0.580,0.08750,9,1,451,1
0.580,0.09000,9,1,425,1
0.580,0.09250,9,1,347,1
0.580,0.09500,9,1,276,1
0.580,0.09750,9,1,335,1
0.580,0.10000,9,1,387,1
0.500,0.12000,19,1,1000000,0
0.500,0.11500,30,1,1000000,0
0.500,0.12000,25,1,1000000,0
0.500,0.12500,14,1,1000000,0
0.500,0.12000,3,1,1000000,0
0.500,0.10500,9,1,1000000,0
0.500,0.12500,19,1,1000000,0
0.500,0.13000,19,1,77116,1
0.500,0.12000,30,1,1000000,0
0.500,0.12500,25,1,1000000,0
0.500,0.13000,14,1,1000000,0
0.500,0.12500,3,1,1000000,0
0.500,0.11000,9,1,1000000,0
0.500,0.13500,19,1,1000000,0
0.500,0.12500,30,1,1000000,0
0.500,0.14000,19,1,178920,1
0.500,0.14500,19,1,13687,1
0.500,0.15000,19,1,8449,1
0.500,0.13000,25,1,1000000,0
0.500,0.15500,19,1,33257,1
0.500,0.16000,19,1,1684,1
0.500,0.16500,19,1,2004,1
0.500,0.13500,25,1,34167,1
0.500,0.17000,19,1,5848,1
0.500,0.17500,19,1,924,1
0.500,0.18000,19,1,541,1
0.500,0.18500,19,1,1247,1
0.500,0.19000,19,1,1010,1
0.500,0.19500,19,1,868,1
0.500,0.20000,19,1,524,1
0.500,0.13500,14,1,705085,1
0.500,0.14000,14,1,39829,1
0.500,0.14500,14,1,4125,1
0.500,0.15000,14,1,14403,1
0.500,0.15500,14,1,7313,1
0.500,0.16000,14,1,851,1
0.500,0.16500,14,1,622,1
0.500,0.17000,14,1,4384,1
0.500,0.17500,14,1,1608,1
0.500,0.18000,14,1,1116,1
0.500,0.18500,14,1,880,1
0.500,0.19000,14,1,244,1
0.500,0.19500,14,1,690,1
0.500,0.20000,14,1,1044,1
0.500,0.14000,25,1,442378,1
0.500,0.14500,25,1,27493,1
0.500,0.15000,25,1,3067,1
0.500,0.15500,25,1,3653,1
0.500,0.16000,25,1,2756,1
0.500,0.16500,25,1,1585,1
0.500,0.17000,25,1,13280,1
0.500,0.17500,25,1,1219,1
0.500,0.18000,25,1,1883,1
0.500,0.18500,25,1,783,1
0.500,0.19000,25,1,625,1
0.500,0.19500,25,1,680,1
0.500,0.20000,25,1,292,1
0.500,0.13000,3,1,1000000,0
0.500,0.11500,9,1,1000000,0
0.500,0.13000,30,1,1000000,0
0.550,0.06500,19,1,1000000,0
0.550,0.06500,14,1,1000000,0
0.550,0.06500,25,1,1000000,0
0.550,0.07000,14,1,313106,1
0.500,0.13500,3,1,1000000,0
0.500,0.12000,9,1,1000000,0
0.500,0.13500,30,1,1000000,0
0.550,0.07500,14,1,318592,1
0.550,0.08000,14,1,2067,1
0.550,0.08500,14,1,5167,1
0.550,0.09000,14,1,4610,1
0.550,0.09500,14,1,878,1
0.550,0.10000,14,1,1067,1
0.550,0.10500,14,1,1353,1
0.550,0.11000,14,1,1080,1
0.550,0.11500,14,1,463,1
0.550,0.12000,14,1,466,1
0.550,0.12500,14,1,478,1
0.550,0.13000,14,1,267,1
0.550,0.13500,14,1,207,1
0.550,0.14000,14,1,344,1
0.550,0.14500,14,1,208,1
0.550,0.15000,14,1,249,1
0.620,0.02250,14,1,1188,1
0.620,0.02500,14,1,1930,1
0.620,0.02750,14,1,2057,1
0.620,0.03000,14,1,1284,1
0.620,0.03250,14,1,1211,1
0.620,0.03500,14,1,856,1
0.620,0.03750,14,1,621,1
0.620,0.04000,14,1,814,1
0.620,0.04250,14,1,902,1
0.620,0.04500,14,1,772,1
0.620,0.04750,14,1,732,1
0.620,0.05000,14,1,693,1
0.620,0.05250,14,1,683,1
0.620,0.05500,14,1,946,1
0.620,0.05750,14,1,589,1
0.620,0.06000,14,1,595,1
0.600,0.03750,14,1,1164,1
0.600,0.04000,14,1,1074,1
0.600,0.04250,14,1,1066,1
0.600,0.04500,14,1,639,1
0.600,0.04750,14,1,786,1
0.600,0.05000,14,1,634,1
0.600,0.05250,14,1,622,1
0.600,0.05500,14,1,585,1
0.600,0.05750,14,1,631,1
0.600,0.06000,14,1,635,1
0.600,0.06250,14,1,510,1
0.600,0.06500,14,1,981,1
0.600,0.06750,14,1,401,1
0.600,0.07000,14,1,414,1
0.600,0.07250,14,1,517,1
0.600,0.07500,14,1,322,1
0.600,0.07750,14,1,410,1
0.600,0.08000,14,1,387,1
0.580,0.04250,15,1,3988,1
0.580,0.04500,15,1,2519,1
0.580,0.04750,15,1,1984,1
0.580,0.05000,15,1,2422,1
0.580,0.05250,15,1,1903,1
0.580,0.05500,15,1,822,1
0.580,0.05750,15,1,889,1
0.580,0.06000,15,1,531,1
0.580,0.06250,15,1,793,1
0.580,0.06500,15,1,671,1
0.580,0.06750,15,1,712,1
0.580,0.07000,15,1,451,1
0.580,0.07250,15,1,364,1
0.580,0.07500,15,1,500,1
0.580,0.07750,15,1,448,1
0.580,0.08000,15,1,499,1
0.580,0.08250,15,1,506,1
0.580,0.08500,15,1,362,1
0.580,0.08750,15,1,314,1
0.580,0.09000,15,1,440,1
0.580,0.09250,15,1,311,1
0.580,0.09500,15,1,301,1
0.580,0.09750,15,1,291,1
0.580,0.10000,15,1,416,1
0.500,0.14000,30,1,114603,1
0.550,0.07000,19,1,1000000,0
0.500,0.14500,30,1,82268,1
0.500,0.15000,30,1,26107,1
0.500,0.15500,30,1,24854,1
0.500,0.16000,30,1,5642,1
0.500,0.16500,30,1,7137,1
0.500,0.17000,30,1,1950,1
0.500,0.17500,30,1,2890,1
0.500,0.18000,30,1,2268,1
0.550,0.07500,19,1,107197,1
0.500,0.18500,30,1,2826,1
0.500,0.19000,30,1,1029,1
0.500,0.19500,30,1,2198,1
0.500,0.20000,30,1,324,1
0.550,0.08000,19,1,17622,1
0.550,0.08500,19,1,6933,1
0.550,0.09000,19,1,6322,1
0.550,0.09500,19,1,1959,1
0.550,0.10000,19,1,650,1
0.550,0.10500,19,1,389,1
0.550,0.11000,19,1,1015,1
0.550,0.11500,19,1,474,1
0.550,0.12000,19,1,454,1
0.550,0.12500,19,1,373,1
0.550,0.13000,19,1,277,1
0.550,0.13500,19,1,251,1
0.550,0.14000,19,1,402,1
0.550,0.14500,19,1,286,1
0.550,0.15000,19,1,204,1
0.620,0.02250,19,1,1837,1
0.620,0.02500,19,1,1846,1
0.620,0.02750,19,1,1602,1
0.620,0.03000,19,1,1257,1
0.620,0.03250,19,1,1037,1
0.620,0.03500,19,1,1101,1
0.620,0.03750,19,1,994,1
0.620,0.04000,19,1,820,1
0.620,0.04250,19,1,901,1
0.620,0.04500,19,1,766,1
0.620,0.04750,19,1,782,1
0.620,0.05000,19,1,710,1
0.620,0.05250,19,1,626,1
0.620,0.05500,19,1,482,1
0.620,0.05750,19,1,685,1
0.620,0.06000,19,1,745,1
0.600,0.03750,19,1,920,1
0.600,0.04000,19,1,937,1
0.600,0.04250,19,1,767,1
0.600,0.04500,19,1,1071,1
0.600,0.04750,19,1,873,1
0.600,0.05000,19,1,624,1
0.600,0.05250,19,1,646,1
0.600,0.05500,19,1,448,1
0.600,0.05750,19,1,720,1
0.600,0.06000,19,1,442,1
0.600,0.06250,19,1,821,1
0.600,0.06500,19,1,567,1
0.600,0.06750,19,1,400,1
0.600,0.07000,19,1,318,1
0.600,0.07250,19,1,550,1
0.600,0.07500,19,1,580,1
0.600,0.07750,19,1,576,1
0.600,0.08000,19,1,319,1
0.580,0.04250,20,1,39859,1
0.580,0.04500,20,1,4989,1
0.580,0.04750,20,1,1585,1
0.580,0.05000,20,1,1414,1
0.580,0.05250,20,1,1316,1
0.580,0.05500,20,1,1727,1
0.580,0.05750,20,1,895,1
0.580,0.06000,20,1,809,1
0.580,0.06250,20,1,470,1
0.580,0.06500,20,1,725,1
0.580,0.06750,20,1,525,1
0.580,0.07000,20,1,818,1
0.580,0.07250,20,1,623,1
0.580,0.07500,20,1,754,1
0.580,0.07750,20,1,473,1
0.580,0.08000,20,1,585,1
0.580,0.08250,20,1,516,1
0.580,0.08500,20,1,519,1
0.580,0.08750,20,1,448,1
0.580,0.09000,20,1,351,1
0.580,0.09250,20,1,296,1
0.580,0.09500,20,1,360,1
0.580,0.09750,20,1,419,1
0.580,0.10000,20,1,266,1
0.550,0.07000,25,1,1000000,0
0.550,0.07500,25,1,84875,1
0.500,0.14000,3,1,1000000,0
0.500,0.12500,9,1,1000000,0
0.550,0.08000,25,1,52748,1
0.550,0.08500,25,1,7934,1
0.550,0.09000,25,1,6665,1
0.550,0.09500,25,1,1036,1
0.550,0.10000,25,1,1972,1
0.550,0.10500,25,1,614,1
0.550,0.11000,25,1,513,1
0.550,0.11500,25,1,428,1
0.550,0.12000,25,1,749,1
0.550,0.12500,25,1,384,1
0.550,0.13000,25,1,374,1
0.550,0.13500,25,1,254,1
0.550,0.14000,25,1,265,1
0.550,0.14500,25,1,206,1
0.550,0.15000,25,1,272,1
0.620,0.02250,25,1,1643,1
0.620,0.02500,25,1,1447,1
0.620,0.02750,25,1,1278,1
0.620,0.03000,25,1,1329,1
0.620,0.03250,25,1,942,1
0.620,0.03500,25,1,981,1
0.620,0.03750,25,1,904,1
0.620,0.04000,25,1,826,1
0.620,0.04250,25,1,811,1
0.620,0.04500,25,1,1322,1
0.620,0.04750,25,1,865,1
0.620,0.05000,25,1,740,1
0.620,0.05250,25,1,707,1
0.620,0.05500,25,1,797,1
0.620,0.05750,25,1,685,1
0.620,0.06000,25,1,417,1
0.600,0.03750,25,1,1110,1
0.600,0.04000,25,1,979,1
0.600,0.04250,25,1,656,1
0.600,0.04500,25,1,882,1
0.600,0.04750,25,1,879,1
0.600,0.05000,25,1,716,1
0.600,0.05250,25,1,562,1
0.600,0.05500,25,1,647,1
0.600,0.05750,25,1,568,1
0.600,0.06000,25,1,463,1
0.600,0.06250,25,1,556,1
0.600,0.06500,25,1,544,1
0.600,0.06750,25,1,426,1
0.600,0.07000,25,1,488,1
